creator_email,project_name,tag,start_date,end_date,curr_capacity,goal_capacity,city,state,description
posuere@Classaptenttaciti.org,Faith-based Charity Auction,Politics,2018-01-04 16:00:00,2018-01-04 21:00:00,0,2,Rockford,IL,
a@diamPellentesque.edu,Sports Social Media Fundraising,Hunger,2019-03-15 23:00:00,2019-03-16 23:00:00,0,17,Casper,WY,
sem.vitae@ultrices.ca,Sports Charity,Homeless,2018-09-26 21:00:00,2018-09-26 23:00:00,0,21,Baton Rouge,LA,
Suspendisse.tristique@anteNunc.edu,Education Charity,Faith-based,2018-07-28 23:00:00,2018-07-29 03:00:00,0,4,Lakewood,CO,
Donec.tempor.est@risusNullaeget.net,Homeless Guest Speaker,LGBT,2018-04-02 16:00:00,2018-04-03 03:00:00,0,23,Jackson,MS,
velit.Quisque.varius@est.net,Environment Charity Auction,Youth,2018-11-30 04:00:00,2018-12-01 04:00:00,0,11,Biloxi,MS,
sollicitudin.orci@eratnonummyultricies.net,Animals Walk,Youth,2018-08-28 11:00:00,2018-08-29 06:00:00,0,9,Louisville,KY,
Aliquam.erat@senectusetnetus.com,Homeless Charity Auction,Seniors,2020-02-08 00:00:00,2020-02-08 16:00:00,0,2,Tacoma,WA,
faucibus@Duis.net,Education Foundation,Politics,2018-04-30 13:00:00,2018-05-01 12:00:00,0,17,Oklahoma City,OK,
aliquam.eu@necmollis.ca,Education Drive,Faith-based,2020-03-07 03:00:00,2020-03-07 16:00:00,0,19,Austin,TX,
sed.tortor@anteipsumprimis.edu,Health Foundation,LGBT,2019-07-03 07:00:00,2019-07-03 19:00:00,0,20,Cedar Rapids,IA,
erat@musAeneaneget.edu,Animals Charity Auction,Seniors,2019-01-03 11:00:00,2019-01-03 15:00:00,0,6,San Jose,CA,
odio.semper.cursus@molestiedapibusligula.edu,Environment Foundation,Faith-based,2019-05-10 14:00:00,2019-05-11 12:00:00,0,5,Las Vegas,NV,
egestas@purusmaurisa.ca,Environment Walk,Politics,2020-01-14 16:00:00,2020-01-15 13:00:00,0,14,Olathe,KS,
ac.ipsum.Phasellus@orcilobortisaugue.co.uk,LGBT Foundation,Animals,2018-05-30 17:00:00,2018-05-30 18:00:00,0,24,Owensboro,KY,
arcu.Morbi.sit@bibendumsed.co.uk,Politics Guest Speaker,Disaster Relief,2019-10-29 18:00:00,2019-10-30 08:00:00,0,21,Lincoln,NE,
quis@Nam.org,Youth Social Media Fundraising,Faith-based,2019-10-11 16:00:00,2019-10-12 08:00:00,0,5,Bozeman,MT,
nisl@fermentummetus.org,LGBT Walk,Faith-based,2019-04-28 17:00:00,2019-04-28 21:00:00,0,25,Salt Lake City,UT,
cursus@risusvarius.com,Politics Charity,Human Rights,2018-07-20 19:00:00,2018-07-21 19:00:00,0,17,Bozeman,MT,
elementum.lorem.ut@Nullamvitaediam.org,Hunger Foundation,Youth,2018-03-26 18:00:00,2018-03-27 06:00:00,0,22,Bowling Green,KY,
adipiscing@eu.co.uk,Faith-based Charity,LGBT,2018-09-12 03:00:00,2018-09-12 21:00:00,0,3,Lawton,OK,
a@sed.co.uk,Politics Walk,Education,2019-10-16 18:00:00,2019-10-17 05:00:00,0,3,Fort Worth,TX,
vel.venenatis@a.net,Seniors Charity,International,2018-04-23 03:00:00,2018-04-23 09:00:00,0,18,Lansing,MI,
Donec.felis.orci@veliteget.ca,Seniors Drive,Homeless,2018-10-30 00:00:00,2018-10-30 21:00:00,0,18,Eugene,OR,
at.libero.Morbi@enimNunc.net,Technology Guest Speaker,Arts and Crafts,2018-03-09 17:00:00,2018-03-09 19:00:00,0,18,Provo,UT,
a.tortor@rutrum.co.uk,Technology Charity,Disaster Relief,2019-09-08 04:00:00,2019-09-08 19:00:00,0,23,Tulsa,OK,
Mauris.vestibulum@enim.co.uk,Education Foundation,Education,2019-05-06 10:00:00,2019-05-06 19:00:00,0,11,Memphis,TN,
Cras@lacinia.net,Homeless Drive,Arts and Crafts,2018-07-24 07:00:00,2018-07-24 20:00:00,0,22,Akron,OH,
molestie.in@in.org,Politics Charity Auction,Environment,2018-05-28 02:00:00,2018-05-29 00:00:00,0,16,Eugene,OR,
fringilla.Donec.feugiat@pedeacurna.org,Sports Social Media Fundraising,Arts and Crafts,2019-09-11 12:00:00,2019-09-11 16:00:00,0,3,Madison,WI,
eros.nec.tellus@sedliberoProin.org,Health Guest Speaker,Disaster Relief,2019-04-21 09:00:00,2019-04-21 22:00:00,0,19,Lawton,OK,
natoque.penatibus@turpis.ca,Education Social Media Fundraising,Youth,2018-03-08 19:00:00,2018-03-08 21:00:00,0,6,South Portland,ME,
Sed.eu@enim.ca,Disaster Relief Walk,Politics,2020-02-09 01:00:00,2020-02-09 20:00:00,0,2,Metairie,LA,
enim.Curabitur@tristiquepellentesquetellus.net,Technology Guest Speaker,Hunger,2020-03-11 23:00:00,2020-03-12 23:00:00,0,20,Jackson,MS,
Cum.sociis.natoque@nasceturridiculusmus.org,LGBT Foundation,Seniors,2018-10-28 01:00:00,2018-10-29 00:00:00,0,16,Detroit,MI,
egestas.lacinia@sitametfaucibus.net,Homeless Foundation,Animals,2019-12-27 18:00:00,2019-12-28 01:00:00,0,25,Missoula,MT,
Duis.cursus.diam@et.net,Homeless Drive,Human Rights,2019-11-05 09:00:00,2019-11-05 19:00:00,0,7,Pittsburgh,PA,
rhoncus.Donec@aultriciesadipiscing.ca,Health Charity Auction,Environment,2019-11-03 14:00:00,2019-11-04 05:00:00,0,25,Salem,OR,
neque@convallis.com,Education Walk,Technology,2018-05-28 01:00:00,2018-05-29 01:00:00,0,16,Rochester,MN,
magnis.dis.parturient@vulputate.ca,LGBT Walk,Human Rights,2019-11-19 22:00:00,2019-11-20 01:00:00,0,6,Jefferson City,MO,
eu.accumsan@eudoloregestas.co.uk,Human Rights Social Media Fundraising,Faith-based,2018-12-16 02:00:00,2018-12-16 22:00:00,0,2,Paradise,NV,
Mauris.molestie.pharetra@montesnascetur.co.uk,Faith-based Charity,LGBT,2019-06-10 00:00:00,2019-06-10 06:00:00,0,8,Cedar Rapids,IA,
vel.nisl@Aeneanegetmetus.com,Homeless Walk,Disaster Relief,2018-08-07 08:00:00,2018-08-07 18:00:00,0,4,Austin,TX,
Suspendisse.aliquet@ipsumPhasellusvitae.net,Animals Foundation,Youth,2020-01-07 21:00:00,2020-01-08 18:00:00,0,25,Augusta,ME,
id@nunc.ca,Sports Foundation,Homeless,2019-10-12 00:00:00,2019-10-12 11:00:00,0,17,Des Moines,IA,
est.ac.facilisis@Nulla.ca,Environment Guest Speaker,Animals,2018-12-09 17:00:00,2018-12-09 23:00:00,0,6,Columbus,GA,
pretium.neque@cursusnon.co.uk,Women Drive,Seniors,2019-08-24 18:00:00,2019-08-24 22:00:00,0,16,Little Rock,AR,
at.sem@egestas.ca,Women Drive,Youth,2020-01-24 05:00:00,2020-01-24 09:00:00,0,16,Casper,WY,
amet.dapibus@elita.edu,Faith-based Charity Auction,Homeless,2018-03-23 19:00:00,2018-03-24 10:00:00,0,23,Salt Lake City,UT,
In.nec.orci@consequatnec.net,Technology Charity,Sports,2019-03-29 00:00:00,2019-03-29 16:00:00,0,25,Boise,ID,
ac@rutrum.ca,International Charity Auction,Animals,2019-03-14 02:00:00,2019-03-14 11:00:00,0,19,Glendale,AZ,
tristique.pharetra.Quisque@a.co.uk,Faith-based Social Media Fundraising,Sports,2018-12-26 11:00:00,2018-12-26 19:00:00,0,5,Georgia,GA,
erat.Etiam.vestibulum@sagittislobortis.net,Seniors Charity Auction,Environment,2019-11-07 11:00:00,2019-11-07 22:00:00,0,20,Lawton,OK,
odio.semper.cursus@gravida.org,LGBT Drive,Seniors,2018-09-21 01:00:00,2018-09-21 20:00:00,0,4,Augusta,ME,
accumsan.laoreet.ipsum@iderat.edu,Politics Charity Auction,Human Rights,2020-03-22 06:00:00,2020-03-22 16:00:00,0,18,Columbus,OH,
Nunc.quis@mattis.co.uk,Disaster Relief Drive,Arts and Crafts,2018-01-17 09:00:00,2018-01-18 07:00:00,0,14,Springfield,MA,
nulla.at@tempusrisus.net,Hunger Walk,Politics,2019-05-05 18:00:00,2019-05-06 11:00:00,0,24,New Haven,CT,
interdum.ligula.eu@sociosquadlitora.co.uk,Hunger Social Media Fundraising,Homeless,2019-11-27 15:00:00,2019-11-27 18:00:00,0,21,Olathe,KS,
Nunc@sedhendrerita.net,Animals Foundation,International,2018-10-13 15:00:00,2018-10-14 11:00:00,0,3,Bellevue,NE,
vitae@enimEtiam.net,Education Foundation,Education,2020-01-04 06:00:00,2020-01-04 10:00:00,0,11,Lincoln,NE,
adipiscing.lobortis@sed.org,Seniors Social Media Fundraising,LGBT,2019-02-05 15:00:00,2019-02-05 18:00:00,0,22,South Portland,ME,
ipsum.Suspendisse@dignissimmagna.org,Health Guest Speaker,Technology,2018-08-19 19:00:00,2018-08-20 15:00:00,0,16,Columbus,GA,
euismod@eu.com,Environment Walk,Women,2018-02-06 18:00:00,2018-02-07 06:00:00,0,15,Rockford,IL,
ac@risusInmi.com,Women Guest Speaker,Hunger,2019-09-07 09:00:00,2019-09-07 10:00:00,0,17,West Jordan,UT,
Cras.eget.nisi@ipsumDonecsollicitudin.co.uk,Youth Charity Auction,Homeless,2019-03-11 03:00:00,2019-03-11 23:00:00,0,19,Bellevue,WA,
laoreet@scelerisqueduiSuspendisse.net,Youth Charity,Faith-based,2018-08-15 05:00:00,2018-08-15 20:00:00,0,14,Joliet,IL,
consequat.dolor.vitae@arcuAliquam.net,Arts and Crafts Charity,Environment,2019-03-02 23:00:00,2019-03-03 16:00:00,0,3,Kenosha,WI,
orci.adipiscing@libero.com,Disaster Relief Walk,International,2019-10-13 11:00:00,2019-10-13 12:00:00,0,4,Reno,NV,
sit.amet@Phasellusfermentum.co.uk,Youth Charity Auction,Seniors,2019-06-14 14:00:00,2019-06-15 10:00:00,0,3,Dover,DE,
lacinia.Sed@arcu.ca,International Drive,Homeless,2018-06-21 04:00:00,2018-06-21 13:00:00,0,5,Gresham,OR,
ante@dolorNullasemper.edu,Faith-based Charity,Health,2018-07-11 07:00:00,2018-07-11 13:00:00,0,13,Orlando,FL,
nec.malesuada.ut@vulputatemaurissagittis.com,Technology Charity Auction,Arts and Crafts,2018-11-05 12:00:00,2018-11-05 20:00:00,0,13,Overland Park,KS,
euismod@nuncsed.org,LGBT Social Media Fundraising,Sports,2018-11-02 17:00:00,2018-11-03 12:00:00,0,19,Madison,WI,
mauris.Suspendisse.aliquet@orciconsectetuer.co.uk,Disaster Relief Walk,Homeless,2018-07-20 04:00:00,2018-07-20 12:00:00,0,5,Newport News,VA,
neque.Nullam@lectusquis.ca,Environment Drive,Technology,2018-03-29 00:00:00,2018-03-29 02:00:00,0,17,Bloomington,MN,
elementum.at@nunc.org,Animals Foundation,Arts and Crafts,2019-07-15 17:00:00,2019-07-16 16:00:00,0,6,New Orleans,LA,
Aenean@maurisidsapien.ca,Faith-based Guest Speaker,Animals,2018-09-22 18:00:00,2018-09-22 22:00:00,0,18,Reno,NV,
eget.tincidunt@metuseuerat.com,Health Charity,Technology,2019-08-16 23:00:00,2019-08-17 05:00:00,0,6,Fort Smith,AR,
quis.arcu@anteMaecenasmi.net,Human Rights Social Media Fundraising,Faith-based,2019-06-22 11:00:00,2019-06-22 23:00:00,0,9,Des Moines,IA,
Fusce.feugiat.Lorem@nullaIn.co.uk,Education Drive,Disaster Relief,2019-12-03 05:00:00,2019-12-03 22:00:00,0,15,Baton Rouge,LA,
non.dapibus@mi.com,International Walk,Seniors,2020-01-26 01:00:00,2020-01-26 21:00:00,0,6,Tucson,AZ,
malesuada@Donecvitae.org,Environment Drive,Hunger,2019-12-15 10:00:00,2019-12-16 07:00:00,0,4,Dover,DE,
Integer.mollis.Integer@InfaucibusMorbi.edu,LGBT Walk,Women,2018-11-08 15:00:00,2018-11-08 22:00:00,0,6,Metairie,LA,
ac.feugiat@Crasinterdum.com,International Charity Auction,International,2019-12-14 02:00:00,2019-12-14 15:00:00,0,2,Omaha,NE,
Nulla.facilisi@iaculis.ca,Politics Walk,Sports,2019-11-13 07:00:00,2019-11-14 02:00:00,0,22,Fort Collins,CO,
sed@non.co.uk,Youth Drive,Sports,2018-03-04 00:00:00,2018-03-04 16:00:00,0,9,San Antonio,TX,
tempor@Fuscediamnunc.edu,Homeless Drive,Politics,2018-10-03 07:00:00,2018-10-04 02:00:00,0,23,Aurora,CO,
Phasellus@amet.ca,Sports Charity Auction,Women,2018-10-26 03:00:00,2018-10-27 02:00:00,0,5,Annapolis,MD,
sed.consequat@et.org,Education Foundation,Seniors,2018-10-15 15:00:00,2018-10-16 03:00:00,0,9,Idaho Falls,ID,
sit.amet@tristique.com,Arts and Crafts Guest Speaker,Environment,2019-12-07 04:00:00,2019-12-07 10:00:00,0,16,Pike Creek,DE,
Donec@iaculislacuspede.edu,Education Walk,LGBT,2019-02-15 19:00:00,2019-02-15 20:00:00,0,25,South Bend,IN,
rhoncus.Donec.est@rhoncusDonecest.edu,Health Social Media Fundraising,Women,2019-11-24 04:00:00,2019-11-25 01:00:00,0,2,Miami,FL,
ligula@Donecfeugiat.ca,Homeless Social Media Fundraising,Animals,2018-06-20 03:00:00,2018-06-20 06:00:00,0,11,Savannah,GA,
vulputate@vestibulumlorem.edu,Education Guest Speaker,Faith-based,2019-07-15 11:00:00,2019-07-16 01:00:00,0,10,San Antonio,TX,
Vivamus.rhoncus@mi.edu,Animals Charity,Women,2019-11-28 05:00:00,2019-11-28 08:00:00,0,24,South Bend,IN,
blandit.Nam@acurna.net,Women Foundation,Arts and Crafts,2019-06-11 09:00:00,2019-06-11 10:00:00,0,14,Rutland,VT,
et.ipsum@et.edu,Health Drive,Faith-based,2019-06-20 14:00:00,2019-06-21 07:00:00,0,7,Missoula,MT,
risus.varius@parturient.net,Women Drive,Disaster Relief,2019-02-08 07:00:00,2019-02-08 10:00:00,0,7,Sandy,UT,
Nulla.semper.tellus@habitant.co.uk,Education Charity,Arts and Crafts,2019-09-25 07:00:00,2019-09-25 10:00:00,0,12,Miami,FL,
Nam@Vivamus.org,Health Drive,LGBT,2019-06-02 20:00:00,2019-06-03 00:00:00,0,21,Great Falls,MT,
Fusce@eumetusIn.net,Sports Charity,Health,2019-06-22 04:00:00,2019-06-22 07:00:00,0,14,Lexington,KY,
sapien.imperdiet.ornare@Crasdolor.co.uk,Women Foundation,Education,2020-03-22 08:00:00,2020-03-23 07:00:00,0,17,Akron,OH,
metus.vitae.velit@variuset.com,Faith-based Charity,Politics,2018-10-29 13:00:00,2018-10-30 10:00:00,0,4,Bellevue,WA,
luctus.et.ultrices@ornareliberoat.edu,Human Rights Walk,Human Rights,2018-04-26 13:00:00,2018-04-26 22:00:00,0,18,West Valley City,UT,
justo@disparturientmontes.org,Disaster Relief Guest Speaker,Disaster Relief,2018-10-22 23:00:00,2018-10-23 04:00:00,0,3,Tuscaloosa,AL,
eu.odio@sitametornare.co.uk,Sports Charity,Sports,2020-02-21 11:00:00,2020-02-21 14:00:00,0,19,Indianapolis,IN,
nec.metus@odio.edu,Disaster Relief Guest Speaker,Politics,2018-11-07 04:00:00,2018-11-07 11:00:00,0,25,Iowa City,IA,
velit.in.aliquet@nuncest.co.uk,Youth Walk,Seniors,2019-09-20 04:00:00,2019-09-21 03:00:00,0,14,Broken Arrow,OK,
auctor.odio.a@ipsum.edu,Women Walk,Youth,2019-07-13 01:00:00,2019-07-13 16:00:00,0,24,Sandy,UT,
dapibus.rutrum@quis.ca,Hunger Charity Auction,Disaster Relief,2019-01-12 22:00:00,2019-01-13 04:00:00,0,18,Hillsboro,OR,
facilisis@CrasinterdumNunc.org,Health Drive,Education,2018-07-23 15:00:00,2018-07-24 12:00:00,0,25,Norman,OK,
Pellentesque@dapibus.org,Technology Charity,LGBT,2019-09-23 22:00:00,2019-09-24 16:00:00,0,9,Fort Smith,AR,
sem.molestie.sodales@augueacipsum.net,Sports Foundation,Arts and Crafts,2020-01-06 21:00:00,2020-01-07 03:00:00,0,8,Rockville,MD,
orci.Ut.sagittis@vel.net,Women Guest Speaker,Sports,2020-01-19 22:00:00,2020-01-20 22:00:00,0,9,Kapolei,HI,
ac.urna.Ut@placerat.org,Health Walk,LGBT,2020-02-24 08:00:00,2020-02-24 14:00:00,0,24,Gary,IN,
nec.ligula@urnajusto.edu,Disaster Relief Social Media Fundraising,Disaster Relief,2018-09-01 08:00:00,2018-09-02 07:00:00,0,19,Chicago,IL,
consectetuer@mollis.org,Human Rights Guest Speaker,Homeless,2018-05-29 12:00:00,2018-05-29 21:00:00,0,22,Kenosha,WI,
Aliquam@Etiam.co.uk,Seniors Charity,Hunger,2019-10-23 01:00:00,2019-10-23 04:00:00,0,23,Gaithersburg,MD,
Duis.at.lacus@natoquepenatibus.edu,Homeless Charity Auction,Women,2019-06-17 11:00:00,2019-06-18 01:00:00,0,24,Eugene,OR,
Duis.volutpat.nunc@orcitinciduntadipiscing.com,Environment Charity Auction,Youth,2020-01-16 08:00:00,2020-01-17 07:00:00,0,20,Rutland,VT,
elementum@varius.com,Women Charity,Sports,2019-03-10 03:00:00,2019-03-10 14:00:00,0,23,Kenosha,WI,
ultricies.ornare.elit@vellectus.ca,Animals Drive,Education,2019-10-24 04:00:00,2019-10-24 13:00:00,0,5,Evansville,IN,
Aliquam.auctor.velit@convallisligula.ca,Hunger Charity Auction,Health,2018-04-24 04:00:00,2018-04-24 21:00:00,0,7,Savannah,GA,
euismod.mauris.eu@egetodio.net,Health Foundation,Hunger,2018-04-07 09:00:00,2018-04-07 10:00:00,0,25,Duluth,MN,
ante.iaculis@odioapurus.co.uk,Health Foundation,LGBT,2018-05-08 13:00:00,2018-05-08 14:00:00,0,16,Montgomery,AL,
eleifend@estac.org,Health Charity Auction,Technology,2019-02-02 07:00:00,2019-02-03 05:00:00,0,7,Fort Smith,AR,
auctor.velit.eget@tempuslorem.ca,Disaster Relief Charity,Sports,2019-05-11 03:00:00,2019-05-11 06:00:00,0,24,San Antonio,TX,
Duis@Aeneanmassa.org,International Charity,Politics,2018-09-14 15:00:00,2018-09-15 10:00:00,0,10,Columbus,GA,
lorem.tristique@Nullamsuscipitest.com,Animals Walk,LGBT,2020-01-31 10:00:00,2020-02-01 08:00:00,0,14,Duluth,MN,
eu.ligula.Aenean@ultriciesligula.co.uk,Animals Social Media Fundraising,Animals,2019-02-12 21:00:00,2019-02-13 05:00:00,0,9,Naperville,IL,
Sed@dictumultriciesligula.com,Homeless Charity Auction,Environment,2018-09-19 01:00:00,2018-09-19 14:00:00,0,12,Little Rock,AR,
facilisis.vitae.orci@imperdiet.edu,Politics Foundation,Homeless,2019-10-18 01:00:00,2019-10-18 04:00:00,0,15,Idaho Falls,ID,
Sed.auctor@Morbinonsapien.net,Animals Walk,Youth,2018-07-20 06:00:00,2018-07-20 11:00:00,0,2,Owensboro,KY,
nibh@tortorat.co.uk,Women Drive,LGBT,2019-01-12 11:00:00,2019-01-13 08:00:00,0,10,Glendale,AZ,
Curae.Phasellus.ornare@Maecenasmifelis.co.uk,Faith-based Drive,Hunger,2019-01-28 14:00:00,2019-01-29 09:00:00,0,16,Orlando,FL,
molestie.tellus.Aenean@iaculis.edu,Homeless Walk,Education,2019-07-09 17:00:00,2019-07-10 07:00:00,0,9,Tampa,FL,
orci.adipiscing@liberoDonec.ca,Environment Guest Speaker,Education,2018-12-23 12:00:00,2018-12-23 14:00:00,0,23,Nampa,ID,
quam.a@necmetusfacilisis.org,Disaster Relief Social Media Fundraising,Homeless,2020-02-21 08:00:00,2020-02-22 01:00:00,0,5,Virginia Beach,VA,
placerat.Cras@Quisque.net,LGBT Charity Auction,LGBT,2018-11-23 09:00:00,2018-11-24 05:00:00,0,15,Miami,FL,
nulla.ante.iaculis@pellentesqueeget.net,Faith-based Walk,International,2019-05-25 05:00:00,2019-05-25 17:00:00,0,3,Fayetteville,AR,
iaculis.enim@orci.org,Animals Walk,Education,2019-02-26 15:00:00,2019-02-27 03:00:00,0,20,Columbus,OH,
facilisis@tortornibhsit.net,International Charity,Disaster Relief,2018-07-07 00:00:00,2018-07-07 18:00:00,0,17,Fort Wayne,IN,
et@uteros.net,International Social Media Fundraising,Seniors,2018-02-21 04:00:00,2018-02-21 22:00:00,0,22,Knoxville,TN,
tincidunt@velitSedmalesuada.com,Arts and Crafts Charity Auction,Environment,2019-11-21 08:00:00,2019-11-21 22:00:00,0,22,Bear,DE,
eget.magna.Suspendisse@enim.edu,Health Walk,Hunger,2018-12-16 23:00:00,2018-12-17 14:00:00,0,5,Atlanta,GA,
fringilla.mi@Vivamusnon.com,Women Guest Speaker,Human Rights,2020-01-26 04:00:00,2020-01-26 22:00:00,0,25,Orlando,FL,
dictum.placerat@velit.com,LGBT Foundation,Youth,2018-10-14 21:00:00,2018-10-15 20:00:00,0,3,Houston,TX,
metus.Aliquam@orcisemeget.edu,Disaster Relief Social Media Fundraising,Youth,2019-11-30 21:00:00,2019-12-01 11:00:00,0,9,Pittsburgh,PA,
blandit.enim@duiSuspendisseac.ca,Hunger Guest Speaker,Politics,2018-09-28 00:00:00,2018-09-28 11:00:00,0,25,Tacoma,WA,
eu.arcu.Morbi@aliquam.net,International Social Media Fundraising,LGBT,2018-08-18 00:00:00,2018-08-18 07:00:00,0,24,Broken Arrow,OK,
ligula.tortor.dictum@malesuadaaugue.org,International Charity,Faith-based,2019-06-27 08:00:00,2019-06-27 13:00:00,0,4,Flint,MI,
vitae.aliquet@odioAliquam.net,Faith-based Social Media Fundraising,LGBT,2018-08-25 21:00:00,2018-08-26 09:00:00,0,17,Lexington,KY,
orci.lacus@Phasellusornare.org,Technology Foundation,Youth,2019-07-14 03:00:00,2019-07-14 11:00:00,0,23,South Burlington,VT,
pede.blandit.congue@Morbi.ca,Environment Walk,LGBT,2018-12-21 10:00:00,2018-12-22 08:00:00,0,20,Worcester,MA,
in.faucibus@aliquam.com,Sports Walk,Youth,2018-01-20 21:00:00,2018-01-20 23:00:00,0,8,Lafayette,LA,
Donec@Proinvel.edu,Homeless Foundation,Youth,2020-01-26 18:00:00,2020-01-27 15:00:00,0,3,Gulfport,MS,
vitae.posuere.at@lacusvestibulumlorem.ca,Faith-based Drive,Human Rights,2019-02-22 15:00:00,2019-02-23 04:00:00,0,23,Hartford,CT,
id.sapien@acsem.net,Education Drive,Seniors,2019-08-21 19:00:00,2019-08-22 14:00:00,0,2,Gulfport,MS,
non.sapien@nisidictumaugue.org,Seniors Guest Speaker,Seniors,2018-07-22 04:00:00,2018-07-23 02:00:00,0,14,Gaithersburg,MD,
dis@nasceturridiculus.com,Homeless Charity Auction,Technology,2018-12-07 13:00:00,2018-12-08 03:00:00,0,24,Aurora,CO,
amet@congueInscelerisque.edu,Homeless Social Media Fundraising,Women,2018-01-25 18:00:00,2018-01-26 16:00:00,0,6,St. Petersburg,FL,
Nunc.laoreet@dictumcursusNunc.edu,Homeless Charity Auction,Youth,2019-02-19 03:00:00,2019-02-19 05:00:00,0,6,Covington,KY,
sem.eget@euplacerateget.co.uk,Arts and Crafts Guest Speaker,Hunger,2020-01-19 01:00:00,2020-01-19 11:00:00,0,25,Seattle,WA,
et.ultrices.posuere@sedhendrerit.co.uk,Education Charity,Homeless,2019-02-25 11:00:00,2019-02-25 19:00:00,0,19,Davenport,IA,
velit@Duisa.co.uk,Hunger Charity,Seniors,2018-09-29 02:00:00,2018-09-29 03:00:00,0,14,Overland Park,KS,
lacus@cursus.ca,Seniors Social Media Fundraising,Animals,2018-02-09 05:00:00,2018-02-10 00:00:00,0,21,Tacoma,WA,
consectetuer@sapienmolestieorci.com,Human Rights Foundation,Youth,2018-01-12 00:00:00,2018-01-12 15:00:00,0,14,St. Petersburg,FL,
sollicitudin.commodo@lobortisultricesVivamus.edu,International Charity,Environment,2018-07-23 07:00:00,2018-07-23 15:00:00,0,21,Davenport,IA,
Nam.tempor@urna.ca,International Drive,Human Rights,2019-09-17 22:00:00,2019-09-18 22:00:00,0,14,Virginia Beach,VA,
Proin.non@dictumplacerat.org,LGBT Walk,Hunger,2018-04-16 20:00:00,2018-04-17 04:00:00,0,25,Saint Paul,MN,
nec@metusIn.net,Education Social Media Fundraising,Hunger,2019-12-15 14:00:00,2019-12-16 08:00:00,0,13,Cheyenne,WY,
massa@lacusMauris.ca,Faith-based Charity Auction,Women,2018-07-12 17:00:00,2018-07-13 06:00:00,0,25,West Valley City,UT,
Suspendisse@sedpedeCum.com,Seniors Charity Auction,Sports,2018-09-14 06:00:00,2018-09-14 10:00:00,0,5,South Bend,IN,
fringilla@ametconsectetuer.org,Education Drive,Faith-based,2018-12-24 09:00:00,2018-12-24 16:00:00,0,13,Olathe,KS,
sit@Aliquamrutrumlorem.net,Seniors Foundation,Human Rights,2019-05-26 13:00:00,2019-05-26 21:00:00,0,21,San Diego,CA,
Aliquam.erat.volutpat@ultricesmauris.com,Disaster Relief Foundation,Education,2019-09-29 07:00:00,2019-09-29 09:00:00,0,10,Kaneohe,HI,
dolor.vitae.dolor@porttitorvulputate.com,Environment Walk,Education,2018-12-17 10:00:00,2018-12-18 05:00:00,0,21,Lakewood,CO,
eget.dictum@dolor.co.uk,LGBT Drive,LGBT,2018-01-25 08:00:00,2018-01-25 16:00:00,0,14,Madison,WI,
eu@blanditcongueIn.com,Human Rights Walk,Disaster Relief,2019-02-05 10:00:00,2019-02-05 15:00:00,0,17,Iowa City,IA,
magna.malesuada.vel@hendreritconsectetuercursus.net,Technology Drive,Sports,2019-04-20 18:00:00,2019-04-21 07:00:00,0,17,Burlington,VT,
lectus.convallis@PraesentluctusCurabitur.edu,Technology Foundation,Environment,2018-08-31 01:00:00,2018-08-31 05:00:00,0,17,Indianapolis,IN,
enim@Suspendisse.co.uk,Technology Foundation,Homeless,2018-05-05 10:00:00,2018-05-05 19:00:00,0,13,Toledo,OH,
sollicitudin.a.malesuada@egestasnuncsed.org,Technology Charity,Human Rights,2019-02-09 13:00:00,2019-02-09 19:00:00,0,11,Newport News,VA,
Nullam@Etiamligulatortor.ca,Technology Social Media Fundraising,Education,2020-03-20 19:00:00,2020-03-21 18:00:00,0,19,Augusta,ME,
tempor.lorem.eget@loremvitae.edu,Environment Guest Speaker,Arts and Crafts,2020-04-01 22:00:00,2020-04-01 23:00:00,0,21,Frederick,MD,
urna.Ut.tincidunt@quis.ca,Youth Charity Auction,Arts and Crafts,2019-05-20 00:00:00,2019-05-20 08:00:00,0,17,Rutland,VT,
